config_name,train_seed,group,checkpoint_step,mean_success_rate,mean_avg_return,mean_first_success_step,n_runs,mean_success_rate_smooth,mean_avg_return_smooth,mean_first_success_step_smooth
config_A,11,train,1000000,0.00888888888888888,1141.6480132677978,129.0,5,0.00888888888888888,1141.6480132677978,129.0
config_A,11,train,1050000,0.03999999999999998,1074.4238240003006,166.27777777777777,5,0.03999999999999998,1074.4238240003006,166.27777777777777
config_A,11,train,1100000,0.09777777777777777,1074.0151751256376,175.5625,5,0.09777777777777777,1074.0151751256376,175.5625
config_A,11,train,1150000,0.15555555555555553,982.6582565375905,153.61923583662713,5,0.15555555555555553,982.6582565375905,153.61923583662713
config_A,11,train,1200000,0.2,1208.9977513386186,140.76666666666665,5,0.2,1208.9977513386186,140.76666666666665
config_A,11,train,1250000,0.24888888888888888,1079.5804845410898,185.416317016317,5,0.24888888888888888,1079.5804845410898,185.416317016317
config_A,11,train,1300000,0.3466666666666666,1000.8961334004623,211.71274131274131,5,0.3466666666666666,1000.8961334004623,211.71274131274131
config_A,11,train,1350000,0.4,892.6410972134975,123.84510647010647,5,0.4,892.6410972134975,123.84510647010647
config_A,11,train,1400000,0.43999999999999995,839.0831632493906,115.91210091991343,5,0.43999999999999995,839.0831632493906,115.91210091991343
config_A,11,train,1450000,0.4666666666666667,773.7632592223358,145.38298928223958,5,0.4666666666666667,773.7632592223358,145.38298928223958
config_A,11,train,1500000,0.5466666666666666,758.9807139603406,107.37678890876565,5,0.5466666666666666,758.9807139603406,107.37678890876565
config_A,11,train,1550000,0.5777777777777777,757.3216512319048,107.62597818847819,5,0.5777777777777777,757.3216512319048,107.62597818847819
config_A,11,train,1600000,0.48,676.4406245743345,115.43684210526317,5,0.48,676.4406245743345,115.43684210526317
config_A,11,train,1650000,0.5333333333333333,811.2454797015043,102.09813186813187,5,0.5333333333333333,811.2454797015043,102.09813186813187
config_A,11,train,1700000,0.5555555555555556,713.0185476086531,96.88429845008793,5,0.5555555555555556,713.0185476086531,96.88429845008793
config_A,11,train,1750000,0.5466666666666666,607.2817717392041,91.32482638888888,5,0.5466666666666666,607.2817717392041,91.32482638888888
config_A,11,train,1800000,0.5644444444444444,651.714191844592,87.50823211875843,5,0.5644444444444444,651.714191844592,87.50823211875843
config_A,11,train,1850000,0.6177777777777778,479.3561973690301,83.00263710474309,5,0.6177777777777778,479.3561973690301,83.00263710474309
config_A,11,train,1900000,0.6133333333333333,575.6231848532418,82.1093540080609,5,0.6133333333333333,575.6231848532418,82.1093540080609
config_A,11,train,1950000,0.6755555555555556,385.75726047287105,82.83358650013918,5,0.6755555555555556,385.75726047287105,82.83358650013918
config_A,11,train,2000000,0.6977777777777778,559.019963146016,88.3242706992707,5,0.6977777777777778,559.019963146016,88.3242706992707
config_A,11,train,2050000,0.6933333333333334,429.97811868323595,87.79152104670398,5,0.6933333333333334,429.97811868323595,87.79152104670398
config_A,11,train,2100000,0.6977777777777778,418.0583299218474,86.94345238095238,5,0.6977777777777778,418.0583299218474,86.94345238095238
config_A,11,train,2150000,0.72,479.00266149011685,79.28612726098191,5,0.72,479.00266149011685,79.28612726098191
config_A,11,train,2200000,0.6622222222222222,420.55834371624996,78.3461362663866,5,0.6622222222222222,420.55834371624996,78.3461362663866
config_A,11,train,2250000,0.6933333333333334,423.954304078309,76.93838848860369,5,0.6933333333333334,423.954304078309,76.93838848860369
config_A,11,train,2300000,0.6444444444444445,530.0468028201733,79.7815224853177,5,0.6444444444444445,530.0468028201733,79.7815224853177
config_A,11,train,2350000,0.6044444444444445,660.031704030552,79.68666536381996,5,0.6044444444444445,660.031704030552,79.68666536381996
config_A,11,train,2400000,0.711111111111111,420.6781033348073,75.51202749209175,5,0.711111111111111,420.6781033348073,75.51202749209175
config_A,11,train,2450000,0.7066666666666667,405.57296339081466,79.09235227491807,5,0.7066666666666667,405.57296339081466,79.09235227491807
config_A,11,train,2500000,0.7155555555555555,441.1208141480165,75.07869145440881,5,0.7155555555555555,441.1208141480165,75.07869145440881
config_B,11,test,50000,0.0,21.3137339875107,,5,0.0,21.3137339875107,
config_B,11,test,100000,0.0,20.019425177103802,,5,0.0,20.019425177103802,
config_B,11,test,150000,0.0,21.242481443282045,,5,0.0,21.242481443282045,
config_B,11,test,200000,0.0,29.161547810040645,,5,0.0,29.161547810040645,
config_B,11,test,250000,0.0,29.498983661535654,,5,0.0,29.498983661535654,
config_B,11,test,300000,0.0,26.865797727486818,,5,0.0,26.865797727486818,
config_B,11,test,350000,0.0,58.70087093729812,,5,0.0,58.70087093729812,
config_B,11,test,400000,0.0,33.93895011955438,,5,0.0,33.93895011955438,
config_B,11,test,450000,0.0,28.90523778334869,,5,0.0,28.90523778334869,
config_B,11,test,500000,0.0,65.84363714000622,,5,0.0,65.84363714000622,
config_B,11,test,550000,0.0,32.92576725266993,,5,0.0,32.92576725266993,
config_B,11,test,600000,0.0,36.74475773008396,,5,0.0,36.74475773008396,
config_B,11,test,650000,0.0,112.7493877452875,,5,0.0,112.7493877452875,
config_B,11,test,700000,0.0,96.76548794985055,,5,0.0,96.76548794985055,
config_B,11,test,750000,0.0,120.7150926898361,,5,0.0,120.7150926898361,
config_B,11,test,800000,0.0,116.06843115952242,,5,0.0,116.06843115952242,
config_B,11,test,850000,0.0,175.21894836519814,,5,0.0,175.21894836519814,
config_B,11,test,900000,0.0,228.78326549983808,,5,0.0,228.78326549983808,
config_B,11,test,950000,0.0,147.92265776629387,,5,0.0,147.92265776629387,
config_B,11,test,1000000,0.0,539.0396522001458,,5,0.0,539.0396522001458,
config_B,11,test,1050000,0.0,534.4007362950924,,5,0.0,534.4007362950924,
config_B,11,test,1100000,0.04,858.3181865702427,70.0,5,0.04,858.3181865702427,70.0
config_B,11,test,1150000,0.08,600.4277018371631,75.5,5,0.08,600.4277018371631,75.5
config_B,11,test,1200000,0.08,775.8701100900034,82.0,5,0.08,775.8701100900034,82.0
config_B,11,test,1250000,0.08,840.0607638487036,64.0,5,0.08,840.0607638487036,64.0
config_B,11,test,1300000,0.12,683.524683992598,78.33333333333333,5,0.12,683.524683992598,78.33333333333333
config_B,11,test,1350000,0.08,889.7157425216258,72.5,5,0.08,889.7157425216258,72.5
config_B,11,test,1400000,0.08,904.0031184938729,74.0,5,0.08,904.0031184938729,74.0
config_B,11,test,1450000,0.16,696.0743698662228,74.25,5,0.16,696.0743698662228,74.25
config_B,11,test,1500000,0.12,645.5431813521075,86.0,5,0.12,645.5431813521075,86.0
config_B,11,test,1550000,0.2,684.3133890113332,75.0,5,0.2,684.3133890113332,75.0
config_B,11,test,1600000,0.2,796.0839262349775,62.2,5,0.2,796.0839262349775,62.2
config_B,11,test,1650000,0.2,736.3685261556344,64.8,5,0.2,736.3685261556344,64.8
config_B,11,test,1700000,0.2,573.6111843111042,70.8,5,0.2,573.6111843111042,70.8
config_B,11,test,1750000,0.16,976.4200178723149,90.5,5,0.16,976.4200178723149,90.5
config_B,11,test,1800000,0.24,772.404122727078,145.33333333333334,5,0.24,772.404122727078,145.33333333333334
config_B,11,test,1850000,0.32,713.6848425051415,64.43333333333334,5,0.32,713.6848425051415,64.43333333333334
config_B,11,test,1900000,0.4,495.24503342683573,100.08333333333333,5,0.4,495.24503342683573,100.08333333333333
config_B,11,test,1950000,0.44000000000000006,460.96978974648357,85.78333333333335,5,0.44000000000000006,460.96978974648357,85.78333333333335
config_B,11,test,2000000,0.4,435.9990578255154,65.76666666666667,5,0.4,435.9990578255154,65.76666666666667
config_B,11,test,2050000,0.44000000000000006,411.74847023223845,78.86666666666666,5,0.44000000000000006,411.74847023223845,78.86666666666666
config_B,11,test,2100000,0.4,424.5414626779266,73.25,5,0.4,424.5414626779266,73.25
config_B,11,test,2150000,0.44000000000000006,642.0381853356163,65.31111111111112,5,0.44000000000000006,642.0381853356163,65.31111111111112
config_B,11,test,2200000,0.52,546.0427762694346,61.91111111111112,5,0.52,546.0427762694346,61.91111111111112
config_B,11,test,2250000,0.5599999999999999,485.03424274495666,61.550000000000004,5,0.5599999999999999,485.03424274495666,61.550000000000004
config_B,11,test,2300000,0.5599999999999999,461.2237669632317,63.300000000000004,5,0.5599999999999999,461.2237669632317,63.300000000000004
config_B,11,test,2350000,0.5599999999999999,579.7152974800522,92.64999999999999,5,0.5599999999999999,579.7152974800522,92.64999999999999
config_B,11,test,2400000,0.44000000000000006,710.606146744433,66.0,5,0.44000000000000006,710.606146744433,66.0
config_B,11,test,2450000,0.4800000000000001,653.2744735185133,81.13333333333334,5,0.4800000000000001,653.2744735185133,81.13333333333334
config_B,11,test,2500000,0.52,507.90473909431637,64.26666666666667,5,0.52,507.90473909431637,64.26666666666667
config_B,11,train,50000,0.0,18.092549497708,,5,0.0,18.092549497708,
config_B,11,train,100000,0.0,23.136647273740486,,5,0.0,23.136647273740486,
config_B,11,train,150000,0.0,26.875913965721924,,5,0.0,26.875913965721924,
config_B,11,train,200000,0.0,31.817788913143993,,5,0.0,31.817788913143993,
config_B,11,train,250000,0.0,36.35483432233797,,5,0.0,36.35483432233797,
config_B,11,train,300000,0.0,30.800282107813103,,5,0.0,30.800282107813103,
config_B,11,train,350000,0.0,42.06803373515279,,5,0.0,42.06803373515279,
config_B,11,train,400000,0.0,43.196038980281344,,5,0.0,43.196038980281344,
config_B,11,train,450000,0.0,37.92266017091932,,5,0.0,37.92266017091932,
config_B,11,train,500000,0.0,51.03246692823654,,5,0.0,51.03246692823654,
config_B,11,train,550000,0.0,60.05090160743837,,5,0.0,60.05090160743837,
config_B,11,train,600000,0.0,82.08585454983572,,5,0.0,82.08585454983572,
config_B,11,train,650000,0.0,113.89545074911568,,5,0.0,113.89545074911568,
config_B,11,train,700000,0.0,121.50752561826963,,5,0.0,121.50752561826963,
config_B,11,train,750000,0.0,183.62893793077973,,5,0.0,183.62893793077973,
config_B,11,train,800000,0.0,190.07864023683896,,5,0.0,190.07864023683896,
config_B,11,train,850000,0.0,198.83536209380014,,5,0.0,198.83536209380014,
config_B,11,train,900000,0.0,237.7475390461591,,5,0.0,237.7475390461591,
config_B,11,train,950000,0.0,209.138900301992,,5,0.0,209.138900301992,
config_B,11,train,1000000,0.0,709.7876487391616,,5,0.0,709.7876487391616,
config_B,11,train,1050000,0.013333333333333319,718.3505443254841,190.0,5,0.013333333333333319,718.3505443254841,190.0
config_B,11,train,1100000,0.03555555555555554,757.1216973905808,163.08333333333331,5,0.03555555555555554,757.1216973905808,163.08333333333331
config_B,11,train,1150000,0.06222222222222222,681.66790092937,82.85714285714286,5,0.06222222222222222,681.66790092937,82.85714285714286
config_B,11,train,1200000,0.08444444444444445,799.4173603896287,139.13888888888889,5,0.08444444444444445,799.4173603896287,139.13888888888889
config_B,11,train,1250000,0.08888888888888888,855.4911709576503,73.95,5,0.08888888888888888,855.4911709576503,73.95
config_B,11,train,1300000,0.12,814.2521247889359,83.18518518518519,5,0.12,814.2521247889359,83.18518518518519
config_B,11,train,1350000,0.13333333333333333,886.1173805170101,147.85714285714286,5,0.13333333333333333,886.1173805170101,147.85714285714286
config_B,11,train,1400000,0.11555555555555555,963.8132590962717,74.62,5,0.11555555555555555,963.8132590962717,74.62
config_B,11,train,1450000,0.14222222222222222,786.0787135816048,73.25,5,0.14222222222222222,786.0787135816048,73.25
config_B,11,train,1500000,0.14222222222222222,897.5075640399722,88.65625,5,0.14222222222222222,897.5075640399722,88.65625
config_B,11,train,1550000,0.1688888888888889,941.0850368672598,81.3157894736842,5,0.1688888888888889,941.0850368672598,81.3157894736842
config_B,11,train,1600000,0.19111111111111106,857.7797677910241,87.23809523809524,5,0.19111111111111106,857.7797677910241,87.23809523809524
config_B,11,train,1650000,0.19555555555555554,895.8433605578178,79.40697674418604,5,0.19555555555555554,895.8433605578178,79.40697674418604
config_B,11,train,1700000,0.19111111111111112,949.2288906190877,69.6046511627907,5,0.19111111111111112,949.2288906190877,69.6046511627907
config_B,11,train,1750000,0.15555555555555553,1163.0952064415274,127.10294117647058,5,0.15555555555555553,1163.0952064415274,127.10294117647058
config_B,11,train,1800000,0.1911111111111111,1140.901612487365,128.14285714285714,5,0.1911111111111111,1140.901612487365,128.14285714285714
config_B,11,train,1850000,0.3466666666666666,760.0803633290864,72.66914682539682,5,0.3466666666666666,760.0803633290864,72.66914682539682
config_B,11,train,1900000,0.3333333333333333,681.2750119965915,68.1997311827957,5,0.3333333333333333,681.2750119965915,68.1997311827957
config_B,11,train,1950000,0.36444444444444446,708.7616400745779,66.27260981912144,5,0.36444444444444446,708.7616400745779,66.27260981912144
config_B,11,train,2000000,0.4133333333333333,651.6061855431844,96.36616161616162,5,0.4133333333333333,651.6061855431844,96.36616161616162
config_B,11,train,2050000,0.4311111111111111,574.7303577656857,70.54603174603174,5,0.4311111111111111,574.7303577656857,70.54603174603174
config_B,11,train,2100000,0.42666666666666664,647.1543702674364,70.15219867851447,5,0.42666666666666664,647.1543702674364,70.15219867851447
config_B,11,train,2150000,0.46222222222222226,684.3029826205235,65.60894702842377,5,0.46222222222222226,684.3029826205235,65.60894702842377
config_B,11,train,2200000,0.49333333333333335,640.6084447020312,61.11640211640212,5,0.49333333333333335,640.6084447020312,61.11640211640212
config_B,11,train,2250000,0.5155555555555555,657.2683873212438,62.3020202020202,5,0.5155555555555555,657.2683873212438,62.3020202020202
config_B,11,train,2300000,0.5244444444444445,660.3148091102755,65.6037037037037,5,0.5244444444444445,660.3148091102755,65.6037037037037
config_B,11,train,2350000,0.52,714.6710249648598,77.62962962962963,5,0.52,714.6710249648598,77.62962962962963
config_B,11,train,2400000,0.52,657.5507271638198,68.90123456790123,5,0.52,657.5507271638198,68.90123456790123
config_B,11,train,2450000,0.4666666666666666,839.7264726492922,65.51679292929293,5,0.4666666666666666,839.7264726492922,65.51679292929293
config_B,11,train,2500000,0.5288888888888889,655.2000000045839,61.694252873563215,5,0.5288888888888889,655.2000000045839,61.694252873563215
config_C,11,test,50000,0.0,17.05764202674087,,5,0.0,17.05764202674087,
config_C,11,test,100000,0.0,17.011217495769408,,5,0.0,17.011217495769408,
config_C,11,test,150000,0.0,27.373517955631304,,5,0.0,27.373517955631304,
config_C,11,test,200000,0.0,53.42852668261732,,5,0.0,53.42852668261732,
config_C,11,test,250000,0.0,21.892594735433608,,5,0.0,21.892594735433608,
config_C,11,test,300000,0.0,50.976380445133074,,5,0.0,50.976380445133074,
config_C,11,test,350000,0.0,99.89441765913796,,5,0.0,99.89441765913796,
config_C,11,test,400000,0.0,17.222999206700713,,5,0.0,17.222999206700713,
config_C,11,test,450000,0.0,20.669332443062814,,5,0.0,20.669332443062814,
config_C,11,test,500000,0.0,14.745279526368112,,5,0.0,14.745279526368112,
config_C,11,test,550000,0.0,54.30388076269384,,5,0.0,54.30388076269384,
config_C,11,test,600000,0.0,141.21106864687917,,5,0.0,141.21106864687917,
config_C,11,test,650000,0.0,51.93454554331139,,5,0.0,51.93454554331139,
config_C,11,test,700000,0.0,49.099826620776746,,5,0.0,49.099826620776746,
config_C,11,test,750000,0.0,12.352760082925492,,5,0.0,12.352760082925492,
config_C,11,test,800000,0.0,111.52730595730903,,5,0.0,111.52730595730903,
config_C,11,test,850000,0.0,104.95872419825805,,5,0.0,104.95872419825805,
config_C,11,test,900000,0.0,52.67298959040505,,5,0.0,52.67298959040505,
config_C,11,test,950000,0.0,102.6237404187256,,5,0.0,102.6237404187256,
config_C,11,test,1000000,0.0,136.09438078879086,,5,0.0,136.09438078879086,
config_C,11,test,1050000,0.0,175.80287811552117,,5,0.0,175.80287811552117,
config_C,11,test,1100000,0.0,36.82500354073891,,5,0.0,36.82500354073891,
config_C,11,test,1150000,0.0,118.03676111694358,,5,0.0,118.03676111694358,
config_C,11,test,1200000,0.0,162.1009639403694,,5,0.0,162.1009639403694,
config_C,11,test,1250000,0.0,270.95995328616914,,5,0.0,270.95995328616914,
config_C,11,test,1300000,0.0,243.1540439317941,,5,0.0,243.1540439317941,
config_C,11,test,1350000,0.0,245.6851349322895,,5,0.0,245.6851349322895,
config_C,11,test,1400000,0.0,105.31412170595308,,5,0.0,105.31412170595308,
config_C,11,test,1450000,0.04,279.71246834005575,291.0,5,0.04,279.71246834005575,291.0
config_C,11,test,1500000,0.0,354.5037713431882,,5,0.0,354.5037713431882,
config_C,11,test,1550000,0.0,321.1312583412754,,5,0.0,321.1312583412754,
config_C,11,test,1600000,0.0,268.8631419148583,,5,0.0,268.8631419148583,
config_C,11,test,1650000,0.04,300.2971780626246,92.0,5,0.04,300.2971780626246,92.0
config_C,11,test,1700000,0.04,394.11423735061584,87.0,5,0.04,394.11423735061584,87.0
config_C,11,test,1750000,0.04,489.3547394458361,180.0,5,0.04,489.3547394458361,180.0
config_C,11,test,1800000,0.08,371.8822599075042,137.5,5,0.08,371.8822599075042,137.5
config_C,11,test,1850000,0.16,275.74949774167254,174.5,5,0.16,275.74949774167254,174.5
config_C,11,test,1900000,0.12,270.69721181644763,77.66666666666667,5,0.12,270.69721181644763,77.66666666666667
config_C,11,test,1950000,0.16,407.1710868491276,96.5,5,0.16,407.1710868491276,96.5
config_C,11,test,2000000,0.24,484.50670279908263,74.3,5,0.24,484.50670279908263,74.3
config_C,11,test,2050000,0.16,413.94096123778866,75.5,5,0.16,413.94096123778866,75.5
config_C,11,test,2100000,0.16,546.1177990071602,76.75,5,0.16,546.1177990071602,76.75
config_C,11,test,2150000,0.16,464.74552398825324,106.0,5,0.16,464.74552398825324,106.0
config_C,11,test,2200000,0.12,431.9897805167273,108.33333333333331,5,0.12,431.9897805167273,108.33333333333331
config_C,11,test,2250000,0.08,320.1909487962403,97.5,5,0.08,320.1909487962403,97.5
config_C,11,test,2300000,0.0,290.51702206291657,,5,0.0,290.51702206291657,
config_C,11,test,2350000,0.04,148.60836809471485,62.0,5,0.04,148.60836809471485,62.0
config_C,11,test,2400000,0.0,409.0367185899981,,5,0.0,409.0367185899981,
config_C,11,test,2450000,0.08,211.75886116841266,80.5,5,0.08,211.75886116841266,80.5
config_C,11,test,2500000,0.12,122.86821579225776,95.66666666666669,5,0.12,122.86821579225776,95.66666666666669
config_C,11,train,50000,0.0,28.84630618124047,,5,0.0,28.84630618124047,
config_C,11,train,100000,0.0,24.377056120652743,,5,0.0,24.377056120652743,
config_C,11,train,150000,0.0,54.27530387287989,,5,0.0,54.27530387287989,
config_C,11,train,200000,0.0,51.633121099621405,,5,0.0,51.633121099621405,
config_C,11,train,250000,0.0,24.1122190826871,,5,0.0,24.1122190826871,
config_C,11,train,300000,0.00444444444444444,58.09641886950195,83.0,5,0.00444444444444444,58.09641886950195,83.0
config_C,11,train,350000,0.0,45.439188531652995,,5,0.0,45.439188531652995,
config_C,11,train,400000,0.0,32.673864633188835,,5,0.0,32.673864633188835,
config_C,11,train,450000,0.00444444444444444,55.15251203866558,205.0,5,0.00444444444444444,55.15251203866558,205.0
config_C,11,train,500000,0.0,74.77379836067377,,5,0.0,74.77379836067377,
config_C,11,train,550000,0.0,52.01320392771405,,5,0.0,52.01320392771405,
config_C,11,train,600000,0.0,70.40122575248122,,5,0.0,70.40122575248122,
config_C,11,train,650000,0.0,73.11101868873926,,5,0.0,73.11101868873926,
config_C,11,train,700000,0.0,87.4908063679904,,5,0.0,87.4908063679904,
config_C,11,train,750000,0.0,48.896100115067576,,5,0.0,48.896100115067576,
config_C,11,train,800000,0.0,54.80116599121012,,5,0.0,54.80116599121012,
config_C,11,train,850000,0.00888888888888888,44.650752766234305,100.0,5,0.00888888888888888,44.650752766234305,100.0
config_C,11,train,900000,0.00444444444444444,80.62473837887593,482.0,5,0.00444444444444444,80.62473837887593,482.0
config_C,11,train,950000,0.0,95.7205775784449,,5,0.0,95.7205775784449,
config_C,11,train,1000000,0.013333333333333319,200.49619626813404,65.66666666666667,5,0.013333333333333319,200.49619626813404,65.66666666666667
config_C,11,train,1050000,0.01777777777777776,163.97191764267671,194.5,5,0.01777777777777776,163.97191764267671,194.5
config_C,11,train,1100000,0.00444444444444444,247.71433204351152,56.0,5,0.00444444444444444,247.71433204351152,56.0
config_C,11,train,1150000,0.01777777777777776,163.61660827023834,125.25,5,0.01777777777777776,163.61660827023834,125.25
config_C,11,train,1200000,0.013333333333333319,248.2807581412272,146.66666666666666,5,0.013333333333333319,248.2807581412272,146.66666666666666
config_C,11,train,1250000,0.013333333333333319,211.7006823694353,145.0,5,0.013333333333333319,211.7006823694353,145.0
config_C,11,train,1300000,0.00444444444444444,210.7707429710697,101.0,5,0.00444444444444444,210.7707429710697,101.0
config_C,11,train,1350000,0.026666666666666637,218.98031706943212,119.625,5,0.026666666666666637,218.98031706943212,119.625
config_C,11,train,1400000,0.00444444444444444,211.34646217614963,73.0,5,0.00444444444444444,211.34646217614963,73.0
config_C,11,train,1450000,0.00444444444444444,184.90389782821185,239.0,5,0.00444444444444444,184.90389782821185,239.0
config_C,11,train,1500000,0.00888888888888888,201.60961799265792,172.0,5,0.00888888888888888,201.60961799265792,172.0
config_C,11,train,1550000,0.00444444444444444,257.4842015532267,449.0,5,0.00444444444444444,257.4842015532267,449.0
config_C,11,train,1600000,0.0,232.50378566597237,,5,0.0,232.50378566597237,
config_C,11,train,1650000,0.00888888888888888,273.88265408765875,74.5,5,0.00888888888888888,273.88265408765875,74.5
