config_name,config_A,config_A,config_B,config_B,config_C,config_C,config_D,config_D,config_E,config_E
group,test,train,test,train,test,train,test,train,test,train
checkpoint_step,,,,,,,,,,
10000,9.242849655520223,8.380566826266287,13.355894258431423,10.398665455014546,12.560443905337534,10.35146200663572,7.081500621410973,7.090158473397035,,
20000,9.698350066888436,8.940150676012848,9.789353133437402,7.614824047654082,10.835106553729265,14.760604312816682,7.003049205454926,8.949512451995542,,
30000,16.836602883541374,17.710168936821475,20.709589091111354,8.832547214447692,18.28398432246538,20.693198815846984,25.19671925879538,20.45419981957582,,
40000,39.39919778653278,23.32329102508196,13.167476807287168,13.555126305366096,29.237288179230767,29.124712359354767,23.46872337514592,23.21934121369523,,
50000,26.53680390792428,26.16550987703498,26.268440718724527,22.246926385152538,27.554864648443004,30.42104823496941,26.891876576927842,28.48493729055619,29.68438901877139,24.967915673488356
60000,32.823490999246566,30.999807331353406,24.888855456346754,25.534742208029673,29.295465332190382,25.263165458994642,26.958797723233364,30.103882059152845,,
70000,55.04880168015859,38.38681184903332,24.060330930928234,26.142983546994607,27.13418468184443,25.85481686393577,30.223246062033375,33.24935767489121,,
80000,88.48004954546812,39.7051806031284,27.967313538619845,28.979786923888145,34.44172035616392,27.93996748375339,32.35730390698904,34.8320455533529,,
90000,38.437534375634286,37.63187512572041,27.14191511865792,28.8203764473186,28.638732030823974,24.445192264803744,32.79588735225177,36.62938389520857,,
100000,107.5694370760491,36.77589474288435,37.12220956001384,34.82997498638384,32.73600003861392,32.71612811843152,31.667132473549408,35.65152297150577,35.19117305729519,31.27075066606711
110000,92.89146985387923,38.14493587982721,35.017067848548464,34.496452137459315,34.36443821225765,33.25361288162854,45.036331507923265,37.707808731269914,,
120000,88.87478125104411,39.02914831954494,35.57048942303394,35.10779892324719,34.141360641819155,32.85472906711218,33.525414069950884,41.925326276222606,,
130000,85.79272488637858,39.32232359460745,36.14784595102871,33.76098897849141,34.74229797266316,37.41397009800651,47.373689318508966,34.89103765417601,,
140000,105.74148067022706,48.5108768450273,39.011702354514895,34.55534566857641,33.974113444370644,35.641554209032584,33.772415251574344,33.72597562299783,,
150000,45.88319083299705,30.653895973875827,37.215198974100545,35.17862401066164,35.827573799094075,37.580510355758946,35.68306953942239,36.58373072050316,38.284816413449036,29.437295839263072
160000,44.76348680069944,35.4948070965249,40.2038813464507,35.73131073188971,44.99534936484035,43.04813379305297,36.201553390564946,37.5918377814225,,
170000,62.5391433056155,48.00311557806466,34.53893545981345,33.52296246766427,38.5599390402186,41.37954152039798,36.890099382522294,42.79855955784481,,
180000,41.39784099320942,35.96031801147981,35.58038597733319,33.644968876055216,44.11001656489837,42.39174370907328,40.65710744658403,42.58215045485668,,
190000,36.47767517710836,38.35920306596231,40.88314742306657,36.4561589005883,43.43368553253731,41.022943527393785,36.64625685694183,40.776708843676744,,
200000,37.55018143214612,45.71148553412261,39.44023173496039,36.39760859881492,38.17328477630199,41.411940368989725,36.042340419250586,52.841031229200574,36.259357285390074,36.168194486171195
210000,48.54303381025261,44.69116753665858,39.91225884087707,35.33388707784788,43.24375882075983,41.30467203984618,36.02396356502062,55.45446577559742,,
220000,45.88455591841341,31.95898708875327,38.58715694646566,35.37191947709002,44.09201142403053,45.30470109159701,45.700188263097274,73.95436778325568,,
230000,34.17346023993222,40.937929708403196,31.5951974195877,31.7851719736321,37.37811514404796,38.26630769315025,52.81584844565744,64.86573180020905,,
240000,88.39864015092995,67.50062189139996,32.60695518758713,33.408773283385244,50.06988543924922,39.55049432730137,58.15673601769995,75.90596520770252,,
250000,42.437995103699585,82.98401215215169,43.36689521827339,47.650270922493476,47.866970706166214,43.5352295588243,69.73411142737831,89.64969134535926,29.532286308178204,83.8910943364663
260000,38.22404164866599,80.73038057905735,37.31715873609018,38.7051727977817,51.24405641392182,41.60688346389564,72.16224389959376,77.61892551307895,,
270000,93.38463132997516,76.71087547759717,34.935984039865644,36.36952960046405,49.79663739486466,40.92843231376855,103.56603373636536,68.49265091310922,,
280000,35.05778568198537,70.12983790273272,38.32462327492951,35.538165108417886,39.858349727561155,43.188541959953845,37.35535206247208,61.85101097401781,,
290000,34.48296763410103,74.55025153692063,37.24072087158695,34.36310906667902,55.572843354958536,45.42747494213506,34.61715369773564,46.44377063840831,,
300000,100.52416625024452,78.10399655129987,35.0666308139808,34.75377043484177,53.107088343995805,41.34222014248181,82.62833551746863,74.3394244504912,165.99928910672878,153.70077116954275
310000,50.86209481676265,85.1757710313395,30.89835215380102,35.19868584923124,51.024044329520535,46.776816152137386,112.6279737622057,93.31048183690305,,
320000,131.499143650542,98.49753805053399,29.602492654822434,35.042718528853825,66.80080342053671,43.541993316979806,101.76841273206769,97.93315293938429,,
330000,35.92313830935812,119.90575071861073,60.65129586908099,38.87413172888602,54.35827453237435,51.410687263934165,111.3595459811585,77.25628368829885,,
340000,64.12997766840365,112.43429067279658,33.78714321649081,42.93205847392802,46.127477664189904,43.94331597507279,65.98634500502283,79.76772389702164,,
350000,116.34841875892934,111.27332795588748,31.6167354661305,54.387724798757674,91.60762570645105,42.00945718713396,65.26498110283931,49.87487694412558,168.60284018150475,123.1986092773323
360000,211.7546780526315,123.77729556332474,33.686780684665905,56.13275129117778,110.62038619896946,50.596561508865385,52.77623485225661,61.04391549917214,,
370000,130.81932752039785,81.28543958627687,31.3801871782235,50.95586193846014,49.137933915840634,49.349803344124744,62.38665329955306,94.24612292916838,,
380000,87.90321856220226,117.62434871816413,32.48443293062474,51.54401036087938,42.67889951288758,46.89752522217742,77.15601469477913,136.026120166007,,
390000,121.52829908967439,113.00966448351183,30.70336740395414,40.54117928093515,61.352860323788676,45.70180263255727,142.6619174347933,172.04524817352126,,
400000,241.49736138003695,220.22048986272438,34.38310199983444,35.57204719503874,45.092705964737384,48.49828295515954,67.32713975022052,140.05095493566185,140.58562847161085,208.6207624805001
410000,192.2457814064857,231.99111319012005,32.71574759866179,47.06848582738081,43.760078002123365,43.27333542793787,78.55765385674646,124.58975928633558,,
420000,141.2108195422292,193.3550226303198,38.41787587009755,53.68822658343005,47.68622426537498,41.99722295372261,123.41215535161578,166.99700493738243,,
