config_name,checkpoint_step,mean_test_success_rate,mean_test_avg_return,mean_first_success_step,n
config_A,2080000,0.64,116.09730356132863,55.2,5
config_A,2170000,0.64,115.98525548187327,59.83333333333333,5
config_D,1080000,0.64,108.30668921139049,58.75,5
config_A,1570000,0.64,102.8316480463794,52.725,5
config_A,1550000,0.64,101.67208882902987,52.18333333333334,5
config_D,1160000,0.64,99.62251262860428,53.475,5
config_A,1250000,0.64,76.87839535749117,76.8625,5
config_A,1370000,0.64,70.0833242563155,58.875,5
config_A,1450000,0.64,63.68755593372966,60.2625,5
config_A,1380000,0.64,59.842491657062645,71.4125,5
config_A,1640000,0.64,54.10114041492379,51.15833333333333,5
config_A,1480000,0.64,51.144774757522605,57.025,5
config_A,1440000,0.64,50.596767261118394,54.12083333333334,5
config_A,1460000,0.64,47.77996379773775,53.3125,5
config_D,1910000,0.6,347.0589013988364,52.7,5
config_D,1880000,0.6,308.75167784945813,47.53333333333333,5
config_D,1310000,0.6,274.1612518354702,49.79583333333333,5
config_D,1300000,0.6,268.6718629667565,61.80833333333333,5
config_D,1940000,0.6,264.7698620418665,51.516666666666666,5
config_A,1240000,0.6,242.72488985980073,56.53333333333333,5
config_D,1580000,0.6,242.23057909999187,52.0,5
config_E,1350000,0.6,219.50305783362828,52.73333333333333,5
config_A,2020000,0.6,216.1435940749605,65.3875,5
config_D,1350000,0.6,210.50544117292552,52.75,5
config_D,1010000,0.6,173.39799162298237,68.47916666666666,5
config_A,1650000,0.6,151.18659928025858,51.166666666666664,5
config_A,1730000,0.6,107.21106063348391,96.03333333333333,5
config_A,1500000,0.6,103.10899300861823,55.5375,5
config_A,1160000,0.6,102.71231840064279,55.333333333333336,5
config_A,1560000,0.6,101.05445031007253,53.15,5
config_D,1440000,0.6,95.93749063526366,49.229166666666664,5
config_A,1890000,0.6,78.00581903519276,52.975,5
config_A,1880000,0.6,75.24541042973121,53.55833333333334,5
config_A,1150000,0.6,69.27834384622153,54.800000000000004,5
config_A,1290000,0.6,69.14624356138759,91.23333333333332,5
config_A,1350000,0.6,67.75095812286146,57.05833333333334,5
config_A,1360000,0.6,64.06478020480981,58.375,5
config_A,1080000,0.6,61.372028186110924,99.25,5
config_A,1340000,0.6,55.245789346809616,57.599999999999994,5
config_A,1530000,0.6,50.06310171953348,53.012499999999996,5
config_A,1540000,0.6,48.89427445776992,59.086666666666666,5
config_A,1400000,0.6,47.395942966853134,54.525,5
config_A,1750000,0.6,46.311254583356956,56.266666666666666,5
config_A,1660000,0.6,38.41208226719052,55.475,5
config_D,1850000,0.56,381.9646933791099,50.5375,5
config_A,1860000,0.56,176.0219508277882,56.43333333333333,5
config_A,1320000,0.56,168.759359169733,59.53333333333333,5
config_A,1300000,0.56,59.27355315355756,74.43333333333334,5
config_B,1020000,0.5599999999999999,763.2950634388797,132.16666666666666,5
config_A,1210000,0.5599999999999999,316.3944831866252,54.449999999999996,5
config_D,1590000,0.5599999999999999,310.26375636297644,46.983333333333334,5
config_D,1600000,0.5599999999999999,299.83065759619774,47.266666666666666,5
config_A,1110000,0.5599999999999999,245.13456724800002,68.31666666666666,5
config_A,1230000,0.5599999999999999,232.89167935602728,55.63333333333333,5
config_A,1190000,0.5599999999999999,194.29150215000627,54.48333333333333,5
config_E,1600000,0.5599999999999999,182.8852465654429,53.06666666666666,5
config_A,2000000,0.5599999999999999,169.89843098688024,51.78333333333333,5
config_A,1900000,0.5599999999999999,167.9665394241459,57.525,5
config_A,1170000,0.5599999999999999,137.4795250791397,55.56666666666666,5
config_A,1940000,0.5599999999999999,110.71187282317423,52.2,5
config_A,1830000,0.5599999999999999,107.69855424292302,54.9375,5
config_A,1820000,0.5599999999999999,107.57369904827385,53.49583333333334,5
config_A,1510000,0.5599999999999999,105.08625919261581,52.608333333333334,5
config_A,1260000,0.5599999999999999,82.15119410904163,80.175,5
config_A,1040000,0.5599999999999999,78.59618475582451,78.55,5
config_A,1100000,0.5599999999999999,69.62772714518125,68.85,5
config_A,1090000,0.5599999999999999,68.37340451781246,65.26666666666667,5
config_A,1140000,0.5599999999999999,65.77494547319537,54.48333333333333,5
config_A,1120000,0.5599999999999999,59.44956285459413,55.050000000000004,5
config_A,1130000,0.5599999999999999,57.36406979291091,64.93333333333334,5
config_A,1470000,0.5599999999999999,51.261457264993986,53.3875,5
config_A,1390000,0.5599999999999999,49.03720534359924,55.025,5
config_A,1720000,0.5599999999999999,45.77491266477471,50.725,5
config_A,1780000,0.5599999999999999,45.53466479275155,51.75,5
config_A,1960000,0.5599999999999999,39.97757576923946,55.57083333333333,5
config_A,1520000,0.5599999999999999,38.6313675296317,56.133333333333326,5
config_A,1710000,0.5599999999999999,35.08566281555384,57.7375,5
config_C,2370000,0.52,366.09691983152106,60.0,5
config_A,1220000,0.52,311.4152919357769,55.71666666666667,5
config_D,1280000,0.52,283.3885173785795,51.6875,5
config_A,1990000,0.52,270.15828080042127,51.0,5
config_A,1200000,0.52,216.2116325793159,54.083333333333336,5
config_A,1920000,0.52,174.63457422655742,51.5,5
config_A,1030000,0.52,172.695491483332,58.93333333333334,5
config_A,1910000,0.52,170.91195940487017,51.125,5
config_A,1790000,0.52,168.09569704545623,52.225,5
config_A,1970000,0.52,165.33379943750444,50.875,5
config_A,1310000,0.52,162.33769577555594,73.1,5
config_A,2070000,0.52,158.32040919403556,51.05,5
config_E,1650000,0.52,142.3593927620755,54.53333333333333,5
config_E,1900000,0.52,126.10272106218838,52.644444444444446,5
config_A,1680000,0.52,118.77053330683323,55.725,5
config_A,1810000,0.52,113.88105826383654,51.508333333333326,5
config_A,1180000,0.52,109.03657902311868,55.333333333333336,5
config_A,1770000,0.52,108.62575841344476,81.67999999999999,5
config_A,1930000,0.52,105.30591716579895,51.45,5
config_D,1000000,0.52,74.58504511674715,68.72916666666666,5
config_A,1270000,0.52,69.82181610892958,67.77916666666667,5
config_A,1430000,0.52,48.156785376775886,54.50833333333333,5
config_A,1420000,0.52,44.45566906113347,59.825,5
config_A,1760000,0.52,41.808255258251094,64.6,5
config_A,1690000,0.52,34.09197696258739,55.99166666666667,5
config_A,1700000,0.52,31.94125330884716,51.079166666666666,5
config_C,1820000,0.4800000000000001,359.1946256859866,66.56666666666666,5
config_C,2300000,0.4800000000000001,316.9832654683436,60.875,5
config_C,2380000,0.4800000000000001,295.347251899218,59.175,5
config_C,2230000,0.4800000000000001,246.73943657771284,60.0,5
config_A,1060000,0.4800000000000001,173.1961755199487,56.583333333333336,5
config_B,1010000,0.48,1000.2193735897399,84.16666666666666,5
config_D,970000,0.48,483.3351395297256,85.6,5
config_C,1910000,0.48,404.46814641444143,69.59444444444445,5
config_C,1840000,0.48,399.4485265281629,76.0,5
config_C,2210000,0.48,384.5733791827894,58.541666666666664,5
config_C,2290000,0.48,339.2613338517204,55.666666666666664,5
config_C,2320000,0.48,306.1500231250484,56.145833333333336,5
config_A,1020000,0.48,224.06690394724464,58.18888888888889,5
config_A,1050000,0.48,215.2835650176258,56.82777777777778,5
config_E,1700000,0.48,196.28703820710612,52.23888888888888,5
config_A,1850000,0.48,174.50527343111054,52.35,5
config_A,1800000,0.48,174.25134649943337,50.625,5
config_A,1840000,0.48,169.8337407131103,51.2125,5
config_A,1980000,0.48,169.18934834569328,50.5,5
config_A,1950000,0.48,96.78941466529581,51.1125,5
config_E,1400000,0.48,96.334663546766,48.52777777777778,5
