config_name,config_A,config_A,config_B,config_B,config_C,config_C,config_D,config_D,config_E,config_E
group,test,train,test,train,test,train,test,train,test,train
checkpoint_step,,,,,,,,,,
5000,336.20084901027974,429.3038783768881,184.78370317369667,199.972474289986,343.67660984142384,342.9739710580352,326.06132636326316,392.80117985071803,349.8060394721987,427.5916385482909
10000,548.3544178979021,441.1514582940969,166.33858758027438,222.70985975062868,315.9012769033559,366.77834415137943,485.74492959175495,435.11172837845425,553.9996340584954,459.94481912192987
15000,322.35384184208175,392.8464993095096,468.07327557580555,402.066732264945,490.7819822629323,603.2393983237764,383.16872507619644,390.7071515376752,278.2735407913847,374.8506893053974
20000,295.83359887725067,396.22236879918427,396.1651544384149,304.4869394558772,445.135583039011,364.63031583381616,294.39816819543114,384.96402191789736,321.3622758662825,353.59805686386744
25000,306.6397962210362,299.5440918619879,223.78126577712524,262.1000635430552,451.72140462805817,360.03986286102656,249.71773743112598,304.01242197887984,175.49474122609914,240.28206301055306
30000,289.7637681825414,246.61362805331993,232.80735428597467,261.81277326724876,401.71491463414134,321.51100507808957,249.3661744963631,304.0411526093796,129.47772396883923,197.60287564563248
35000,144.5198300908393,172.15697080509767,205.92831643829905,274.2255050271717,171.51030554077818,182.38585624217816,176.27688572768096,162.13127724240385,178.14104926544178,171.24601115690675
40000,137.10455747596956,210.59567463707813,250.5079024924583,258.718062489405,168.00202736624863,191.46270857043982,111.96900335963656,108.5349852635225,199.78329174551507,162.20890015323852
45000,135.89121416159054,133.8333380350692,227.70966431892748,224.39142884472398,177.45600606073035,214.89646015666185,84.21629994492328,91.59708456645747,109.75287679597912,103.2468346828559
50000,112.37185662165832,80.96805908295718,245.0662427359407,275.05092115652076,117.6636933223032,133.7512549476018,58.913633884964305,57.5349146700958,85.22810269058664,105.34335805536594
55000,55.43256348507261,69.9261461311754,263.4091326306534,317.8258254027377,115.98716796425981,132.25263583433804,60.40272369926784,104.02476802658619,87.94268885822567,91.03523730589211
60000,84.89218532412761,104.05588008000146,276.78488427919206,275.4843013641195,117.05427390359573,130.60216255224734,59.22096735850621,63.71087894553489,112.64816898322408,92.07350350857
65000,83.76671707064342,86.96758719681574,156.00389131369639,187.96845542903043,88.82390845970957,127.8106022733433,61.86781595452069,62.31849541151663,134.52535563556862,111.22700451951619
70000,118.5129975118638,125.28528257176012,159.87142663767486,148.90148463940073,89.69440957640505,131.31842562124356,62.153847742891955,61.61514449871684,92.083046109829,81.19612085456663
75000,122.17564308966368,88.60075236557282,158.20466049367008,144.71498432872093,91.21053206167346,125.59913548557908,61.4319740125625,61.15770181147614,146.23680114963133,105.72919237753084
80000,143.56016573172224,67.36125823577152,170.05381917747192,155.97491118693716,97.46718853568699,106.6152947339687,60.34149701820054,59.68414948299761,222.34332937889977,105.59099226703862
85000,57.82852460394273,59.228917855064175,121.93060503023055,158.31831426314193,160.84226230391994,117.81779563224586,63.56293263827322,62.03569545239516,228.8325920200487,127.59105582438522
90000,157.7325210158501,83.19753071547487,96.93866609221706,121.1281381272862,163.45627491380523,118.64803144745856,64.5914447657418,62.9245706667077,224.5673612869738,133.630927471338
95000,58.325777188012424,66.2059092987412,112.49584491090256,130.38647651052312,100.88138462522339,93.8425262094711,62.73048541518857,63.48650302825693,223.26508235645596,163.00307185305599
100000,63.031676606545304,63.801565852544584,114.082227198558,133.43253837642172,99.8959022866486,110.42662840228418,69.16405811959899,68.86925321353678,72.41052341513856,72.10204979288793
105000,66.59638933125123,65.7059121524073,124.7327866913864,139.19606017656187,101.32503193473427,111.79293266807709,70.42777121001076,69.61974600152,72.20664158304655,72.97823027043667
110000,62.801859882116524,63.18706721191753,91.87312758105504,121.65753627118893,103.30789551139723,113.46185334218315,69.45718285905852,69.85582220465098,72.15946189229702,72.79443944206176
115000,62.4348322898205,63.73756692657288,98.03742406487304,86.93791931621824,103.4508859366742,106.9146971877597,70.91924753553629,70.58360225321411,72.27033178471285,73.58534529344982
120000,61.64240467582867,61.42205072290828,67.33654077926164,70.38973915720527,102.94985832873401,106.04665547776933,69.61786287649235,69.90180487500325,71.26681934098863,72.54505743857474
125000,62.4528072610569,63.02543292835257,66.04383882762214,65.26802227081355,104.19767033051171,90.07042884651715,70.62955011051994,70.64586196910082,73.43909179039812,74.06167999702471
130000,61.52414821057995,63.057720705463495,66.67947479272466,65.97715410929533,106.60722181428768,81.33510956369581,72.22209602245907,71.35096207825976,72.70893718547946,75.3421223357139
135000,63.81955471808154,64.40038101127725,65.30976907734184,64.73175321926591,73.05497948983756,80.15531237499269,72.26190473162514,71.05401885828374,75.16380315189181,75.67707869945664
140000,63.30447437265674,64.76359515773697,64.2245825881957,63.60334312395796,67.26410478722498,70.80464862699037,73.63897948605195,71.51899437771708,75.50780530906694,76.0103782748973
145000,65.28378803419861,66.1513979859667,61.56085266635098,61.849173079973525,67.67510088430329,71.33963382794,72.14871635690159,71.42146182134938,76.29510995421661,75.73528104101072
150000,67.99565760162466,67.5315114218652,60.45885696561762,61.081428971859815,69.37504486770285,71.22626093027648,71.66543824549758,71.57335090481254,76.0497008812162,76.08390341097325
155000,65.32309112550911,68.12074560895007,60.76345540423695,62.16991727695641,69.66094683664653,71.36067911970973,73.93462019832798,72.77605822828693,75.27333228162098,76.8971364529253
160000,69.01881496255835,70.37298168340945,62.22262030721123,62.60465846779285,71.0713850350962,71.46547217458753,74.00800133601162,72.97829302773275,75.40568105857292,76.19212607207136
165000,71.07303582631064,71.76345155141121,60.66069858809634,61.73042107333198,68.20854711475971,70.37697442442328,73.09107652495572,73.27449166330837,74.63652009997838,76.71236026109601
170000,71.07133545150994,71.44788686173057,59.04862592038571,61.254603363227886,68.43701368141197,70.7067519311635,71.13160387065945,72.05262711528674,74.24760494193143,75.89229529394467
175000,69.85372374068893,70.3771432802988,58.79863408884272,59.826913497154365,71.92495174097036,73.0727763730627,70.9304425711809,70.9464069213121,74.34403881984758,75.78577354715318
180000,72.41279781127265,72.50169176841894,59.448077704609545,59.9592799670191,70.12700897374283,72.95089174418628,70.38334176614538,70.74051876525837,73.65210217669734,75.5394867338659
