config_name,config_A,config_A,config_B,config_B,config_C,config_C,config_D,config_D,config_E,config_E
group,test,train,test,train,test,train,test,train,test,train
checkpoint_step,,,,,,,,,,
10000,0.0,0.013333333333333319,0.04,0.00888888888888888,0.08,0.01777777777777776,0.04,0.0222222222222222,,
20000,0.08,0.048888888888888885,0.0,0.013333333333333319,0.04,0.00888888888888888,0.04,0.00888888888888888,,
30000,0.04,0.05777777777777776,0.0,0.013333333333333319,0.0,0.00444444444444444,0.04,0.01777777777777776,,
40000,0.04,0.03555555555555554,0.0,0.00444444444444444,0.0,0.00888888888888888,0.0,0.04444444444444442,,
50000,0.08,0.0311111111111111,0.0,0.0,0.0,0.00888888888888888,0.0,0.026666666666666637,0.0,0.00444444444444444
60000,0.04,0.03999999999999998,0.0,0.00888888888888888,0.04,0.00888888888888888,0.0,0.00444444444444444,,
70000,0.04,0.00444444444444444,0.0,0.00444444444444444,0.0,0.013333333333333319,0.04,0.00444444444444444,,
80000,0.04,0.013333333333333319,0.0,0.00444444444444444,0.0,0.00444444444444444,0.0,0.0,,
90000,0.0,0.00888888888888888,0.0,0.0,0.08,0.00888888888888888,0.04,0.00888888888888888,,
100000,0.0,0.0,0.0,0.0,0.08,0.00888888888888888,0.0,0.0,0.0,0.01777777777777776
110000,0.0,0.00888888888888888,0.0,0.0,0.0,0.0222222222222222,0.0,0.00444444444444444,,
120000,0.0,0.0311111111111111,0.08,0.00888888888888888,0.04,0.013333333333333319,0.04,0.01777777777777776,,
130000,0.0,0.0311111111111111,0.04,0.00444444444444444,0.0,0.013333333333333319,0.04,0.0222222222222222,,
140000,0.0,0.0222222222222222,0.0,0.026666666666666637,0.0,0.01777777777777776,0.04,0.0222222222222222,,
150000,0.0,0.02666666666666666,0.0,0.00888888888888888,0.04,0.04888888888888886,0.0,0.03111111111111108,0.12000000000000002,0.026666666666666637
160000,0.04,0.02666666666666666,0.0,0.00888888888888888,0.04,0.04444444444444442,0.12000000000000002,0.048888888888888836,,
170000,0.04,0.03555555555555554,0.0,0.013333333333333319,0.08,0.03999999999999996,0.08,0.04444444444444442,,
180000,0.08,0.04444444444444442,0.0,0.00888888888888888,0.0,0.06222222222222218,0.0,0.07111111111111108,,
190000,0.12000000000000002,0.03555555555555552,0.0,0.013333333333333319,0.04,0.09777777777777774,0.16,0.04888888888888886,,
200000,0.0,0.07555555555555554,0.0,0.03111111111111108,0.04,0.11999999999999997,0.08,0.05777777777777774,0.24,0.1288888888888889
210000,0.0,0.07555555555555554,0.0,0.04444444444444442,0.08,0.10666666666666665,0.04,0.026666666666666637,,
220000,0.04,0.12444444444444443,0.0,0.06666666666666664,0.08,0.1333333333333333,0.08,0.0311111111111111,,
230000,0.08,0.11999999999999997,0.04,0.08444444444444442,0.12000000000000002,0.17777777777777776,0.0,0.03555555555555554,,
240000,0.04,0.15999999999999998,0.04,0.07555555555555551,0.2,0.18666666666666662,0.04,0.08888888888888888,,
250000,0.2,0.14666666666666664,0.08,0.09777777777777774,0.16,0.1911111111111111,0.0,0.16444444444444445,0.12,0.1422222222222222
260000,0.04,0.15111111111111106,0.08,0.10666666666666665,0.2,0.18666666666666662,0.12000000000000002,0.07999999999999996,,
270000,0.2,0.1644444444444444,0.04,0.09333333333333332,0.16,0.17333333333333328,0.08,0.12888888888888883,,
280000,0.16,0.2577777777777778,0.12000000000000002,0.1333333333333333,0.24,0.19999999999999996,0.12000000000000002,0.10666666666666665,,
290000,0.27999999999999997,0.24888888888888885,0.12000000000000002,0.12444444444444443,0.12000000000000002,0.1333333333333333,0.04,0.11111111111111108,,
300000,0.24000000000000005,0.2533333333333333,0.08,0.10222222222222217,0.24000000000000005,0.16888888888888887,0.04,0.10666666666666662,0.04,0.1422222222222222
310000,0.44000000000000006,0.20888888888888885,0.16,0.17333333333333328,0.24000000000000005,0.2711111111111111,0.12000000000000002,0.15555555555555553,,
320000,0.27999999999999997,0.24888888888888885,0.28,0.1733333333333333,0.27999999999999997,0.23555555555555552,0.12000000000000002,0.20888888888888885,,
330000,0.32,0.2577777777777778,0.16,0.11999999999999997,0.24000000000000005,0.20888888888888885,0.08,0.17333333333333328,,
340000,0.28,0.2799999999999999,0.24,0.15111111111111108,0.24000000000000005,0.20444444444444437,0.24000000000000005,0.2977777777777778,,
350000,0.32,0.31555555555555553,0.16,0.19111111111111106,0.27999999999999997,0.22666666666666663,0.16,0.30222222222222217,0.16,0.14666666666666664
360000,0.32,0.3511111111111111,0.44000000000000006,0.2533333333333333,0.27999999999999997,0.2666666666666666,0.24000000000000005,0.271111111111111,,
370000,0.4,0.3333333333333333,0.32,0.28888888888888886,0.2,0.2311111111111111,0.27999999999999997,0.27999999999999997,,
380000,0.4,0.3688888888888889,0.24000000000000005,0.2977777777777778,0.36,0.37333333333333335,0.2,0.3333333333333333,,
390000,0.36,0.28444444444444444,0.2,0.26666666666666666,0.36,0.3111111111111111,0.32,0.3288888888888889,,
400000,0.52,0.3911111111111111,0.2,0.2444444444444444,0.32,0.3688888888888889,0.36,0.37333333333333335,0.28,0.2311111111111111
410000,0.52,0.42666666666666664,0.2,0.2755555555555555,0.32,0.36444444444444446,0.32,0.3866666666666666,,
420000,0.5599999999999999,0.3911111111111111,0.32,0.28888888888888886,0.27999999999999997,0.4622222222222222,0.2,0.33777777777777773,,
430000,0.28,0.44000000000000006,0.27999999999999997,0.30666666666666664,0.32,0.31999999999999995,0.32,0.39555555555555555,,
440000,0.48,0.4666666666666666,0.36,0.2844444444444444,0.44000000000000006,0.5022222222222222,0.4,0.36444444444444446,,
450000,0.36,0.44000000000000006,0.4,0.32,0.6,0.3688888888888889,0.4,0.30666666666666664,0.28,0.29333333333333333
460000,0.36,0.4311111111111111,0.44000000000000006,0.3288888888888889,0.44000000000000006,0.3822222222222222,0.44000000000000006,0.37777777777777777,,
470000,0.48,0.4533333333333333,0.4,0.31111111111111106,0.4,0.3866666666666666,0.44000000000000006,0.4311111111111111,,
480000,0.4,0.48,0.36,0.3555555555555555,0.36,0.31111111111111106,0.64,0.5111111111111111,,
490000,0.44000000000000006,0.4666666666666666,0.36,0.37333333333333335,0.4,0.3911111111111111,0.52,0.5377777777777778,,
